Pays;Adresse;Ville;Région;Gare - code uic;Gare;Type de point de vente;CodePostal;CB;Espèces;Chèque
FRANCE;GARE SNCF - 25220  ROCHE LEZ BEAUPRE;ROCHE-LEZ-BEAUPRÉ;BOURGOGNE FRANCHE-COMTE;87718403;ROCHE LEZ BEAUPRE;Automates TER;25220;Oui;Non;Non
FRANCE;BAUME LES DAMES GARE RUE DE LA GARE;BAUME-LES-DAMES;BOURGOGNE FRANCHE-COMTE;87718460;BAUME LES DAMES;Automates TER;25110;Oui;Non;Non
FRANCE;GARE SNCF - 25660  SAONE;SAÔNE;BOURGOGNE FRANCHE-COMTE;87718502;SAONE;Automates TER;25660;Oui;Non;Non
FRANCE;13 AVENUE DE LA GARE  25411  MORTEAU AVENUE DE LA GARE;MORTEAU;BOURGOGNE FRANCHE-COMTE;87718619;MORTEAU;Poste de vente guichet;25500;Oui;Oui;Oui
FRANCE;MOUCHARD GARE PLACE DE LA GARE;MOUCHARD;BOURGOGNE FRANCHE-COMTE;87718833;MOUCHARD;Poste de vente guichet;39330;Oui;Oui;Oui
FRANCE;PLACE DE LA GARE COUR DE LA GARE;CHALON-SUR-SAÔNE;BOURGOGNE FRANCHE-COMTE;87725002;CHALON SUR SAONE;Automates TER;71100;Oui;Oui;Non
FRANCE;GARE SNCF - 71700  TOURNUS PLACE DE LA GARE;TOURNUS;BOURGOGNE FRANCHE-COMTE;87725622;TOURNUS;Poste de vente guichet;71700;Oui;Oui;Oui
FRANCE;GARE SNCF - 71260  FLEURVILLE;FLEURVILLE;BOURGOGNE FRANCHE-COMTE;87725663;FLEURVILLE PONT DE VAUX;Automates TER;71260;Oui;Non;Non
FRANCE;"COUR DE LA GARE 
1 AVENUE DE LA GARE";MÂCON;BOURGOGNE FRANCHE-COMTE;87725689;MACON VILLE;Automates TER;71000;Oui;Oui;Non
FRANCE;"COUR DE LA GARE 
1 AVENUE DE LA GARE";MÂCON;BOURGOGNE FRANCHE-COMTE;87725689;MACON VILLE;Poste de vente guichet;71000;Oui;Oui;Oui
FRANCE;142 RUE DE POUILLY LOCHÉ;MÂCON;BOURGOGNE FRANCHE-COMTE;87725705;MACON LOCHE TGV;Automates TGV-Intercités;71000;Oui;Non;Non
FRANCE;GARE SNCF - 25770  FRANOIS;FRANOIS;BOURGOGNE FRANCHE-COMTE;87732560;DBR FRANOIS;Automates TER;25770;Oui;Non;Non
FRANCE;MONTFERRAND THORAISE GARE;MONTFERRAND-LE-CHÂTEAU;BOURGOGNE FRANCHE-COMTE;87732578;DBR MONTFERRAND THORAISE;Automates TER;25320;Oui;Non;Non
FRANCE;PLACE DE LA GARE;VANNES;BRETAGNE;87163568;LIGNE DIRECTE VANNES;Poste de vente guichet;56000;Oui;Oui;Oui
FRANCE;19 PLACE DE LA GARE;RENNES;BRETAGNE;87471003;RENNES;Automates TER;35000;Oui;Oui;Non
FRANCE;PLACE MICHEL MACÉ;REDON;BRETAGNE;87471300;REDON;Automates TER;35600;Oui;Oui;Non
FRANCE;GARE SNCF - 35150  JANZE BOULEVARD PASTEUR;JANZÉ;BRETAGNE;87471334;JANZE;Automates TER;35150;Oui;Non;Non
FRANCE;GARE SNCF - 35240  RETIERS;RETIERS;BRETAGNE;87471359;RETIERS;Poste de vente guichet;35240;Oui;Oui;Oui
FRANCE;1, PLACE FRANÇOIS MITTERRAND;SAINT-BRIEUC;BRETAGNE;87473009;ST BRIEUC;Poste de vente guichet;22000;Oui;Oui;Oui
FRANCE;4, BD JOBERT 4 BOULEVARD JOBERT;LAMBALLE;BRETAGNE;87473108;LAMBALLE;Automates TER;22400;Oui;Non;Non
FRANCE;PLACE DE LA GARE;GUINGAMP;BRETAGNE;87473207;GUINGAMP;Automates TGV-Intercités;22200;Oui;Non;Non
FRANCE;PLACE DE LA GARE;CARHAIX-PLOUGUER;BRETAGNE;87473504;CARHAIX;Poste de vente guichet;29270;Oui;Oui;Oui
FRANCE;GARE SNCF - 22500  PAIMPOL;PAIMPOL;BRETAGNE;87473868;PAIMPOL;Poste de vente guichet;22500;Oui;Oui;Oui
FRANCE;8, PLACE DU 19ÈME RÉGIMENT D INFANTERIE;BREST;BRETAGNE;87474007;BREST;Automates TGV-Intercités;29200;Oui;Non;Non
FRANCE;GARE SNCF - 29150  CHATEAULIN;CHÂTEAULIN;BRETAGNE;87474064;CHATEAULIN EMBRANCHEMENT;Automates TER;29150;Oui;Non;Non
FRANCE;AV MATHIEU DONNART PLACE DE LA GARE;LANDERNEAU;BRETAGNE;87474239;LANDERNEAU;Automates TGV-Intercités;29800;Oui;Non;Non
FRANCE;AV MATHIEU DONNART PLACE DE LA GARE;LANDERNEAU;BRETAGNE;87474239;LANDERNEAU;Poste de vente guichet;29800;Oui;Oui;Oui
FRANCE;PLACE ROL TANGUY GARE SNCFPLACE DU COLONEL ROL TANGUY;MORLAIX;BRETAGNE;87474338;MORLAIX;Automates TER;29600;Oui;Non;Non
FRANCE;PLACE ROL TANGUY GARE SNCFPLACE DU COLONEL ROL TANGUY;MORLAIX;BRETAGNE;87474338;MORLAIX;Automates TER;29600;Oui;Oui;Non
FRANCE;RUE DE BEAUVAIS;LORIENT;BRETAGNE;87476002;LORIENT;Automates TER;56100;Oui;Non;Non
FRANCE;GARE SNCF - 29130  QUIMPERLE BOULEVARD DE LA GARE;QUIMPERLÉ;BRETAGNE;87476317;QUIMPERLE;Automates TGV-Intercités;29300;Oui;Non;Non
FRANCE;GARE SNCF - 29130  QUIMPERLE BOULEVARD DE LA GARE;QUIMPERLÉ;BRETAGNE;87476317;QUIMPERLE;Poste de vente guichet;29300;Oui;Oui;Oui
FRANCE;GARE SNCF - 56170  QUIBERON;QUIBERON;BRETAGNE;87476457;QUIBERON;Automates TER;56170;Oui;Non;Non
FRANCE;AVENUE FAVREL ET LINCY RUE FAVEL ET LINCY;VANNES;BRETAGNE;87476606;VANNES;Automates TGV-Intercités;56000;Oui;Non;Non
FRANCE;RUE DE LA GARE 6 RUE DE LA GARE;MONTREUIL-SUR-ILLE;BRETAGNE;87478032;MONTREUIL SUR ILLE;Automates TER;35440;Oui;Non;Non
FRANCE;RUE DE LA GARE 6 RUE DE LA GARE;MONTREUIL-SUR-ILLE;BRETAGNE;87478032;MONTREUIL SUR ILLE;Poste de vente guichet;35440;Oui;Oui;Oui
FRANCE;SAINT MALO GARE AVENUE ANITA CONTI;SAINT-MALO;BRETAGNE;87478107;ST MALO;Poste de vente guichet;35400;Oui;Oui;Oui
FRANCE;BD CHARNER;SAINT BRIEUC;BRETAGNE;87700583;ESPACE KORRIGO ST BRIEUC;Poste de vente guichet;22000;Oui;Oui;Oui
FRANCE;RUE DU BOIS DES FOSSES  28134  DREUX PLACE PIERRE SÉMARD;DREUX;CENTRE VAL DE LOIRE;87393488;DREUX;Automates TGV-Intercités;28100;Oui;Non;Non
FRANCE;RUE DU BOIS DES FOSSES  28134  DREUX PLACE PIERRE SÉMARD;DREUX;CENTRE VAL DE LOIRE;87393488;DREUX;Poste de vente guichet;28100;Oui;Oui;Oui
FRANCE;8 PLACE PIERRE SÉMARD;CHARTRES;CENTRE VAL DE LOIRE;87394007;CHARTRES;Automates TGV-Intercités;28085;Oui;Non;Non
FRANCE;PLACE DE LA GARE - 28230  EPERNON PLACE DE LA GARE;ÉPERNON;CENTRE VAL DE LOIRE;87394114;EPERNON;Automates TER;28230;Oui;Oui;Non
FRANCE;GARE SNCF - 28357  SAINT PIAT AVENUE DE LA GARE;SAINT-PIAT;CENTRE VAL DE LOIRE;87394148;ST PIAT;Automates TER;28130;Oui;Non;Non
FRANCE;GARE SNCF - 28300  MAINVILLIERS AVENUE DE LA DIGUE;JOUY;CENTRE VAL DE LOIRE;87394155;JOUY;Poste de vente guichet;28300;Oui;Oui;Oui
FRANCE;PONTGOUIN GARE;PONTGOUIN;CENTRE VAL DE LOIRE;87394247;PONTGOUIN;Automates TER;28190;Oui;Non;Non
FRANCE;PLACE DE LA GARE  28280  NOGENT-LE-ROTROU 14 PLACE DE LA GARE;NOGENT-LE-ROTROU;CENTRE VAL DE LOIRE;87394296;NOGENT LE ROTROU;Poste de vente guichet;28400;Oui;Oui;Oui
FRANCE;PLACE DU 11 NOVEMBRE;ILLIERS-COMBRAY;CENTRE VAL DE LOIRE;87394437;ILLIERS COMBRAY;Automates TER;28120;Oui;Oui;Non
FRANCE;BROU (EURE ET LOIR) GARE;BROU;CENTRE VAL DE LOIRE;87394452;BROU;Automates TER;28160;Oui;Oui;Non
FRANCE;AV DE PARIS;ORLEANS;CENTRE VAL DE LOIRE;87437392;GUICHET MULTIPASS ORLEANS;Poste de vente guichet;45000;Oui;Oui;Oui
FRANCE;AVENUE DE PARIS;ORLÉANS;CENTRE VAL DE LOIRE;87543009;ORLEANS;Automates TER;45000;Oui;Oui;Non
FRANCE;GARE SNCF TOURY - 28390  TOURY AVENUE DE LA GARE;TOURY;CENTRE VAL DE LOIRE;87543074;TOURY;Poste de vente guichet;28310;Oui;Oui;Oui
FRANCE;GARE SNCF - 45240  LA FERTE ST AUBIN PLACE DE LA GARE;FERTÉ-SAINT-AUBIN;CENTRE VAL DE LOIRE;87543124;LA FERTE ST AUBIN;Automates TER;45240;Oui;Oui;Non
FRANCE;SALBRIS GARE RUE GÉNÉRAL GIRAUD;SALBRIS;CENTRE VAL DE LOIRE;87543165;SALBRIS;Poste de vente guichet;41300;Oui;Oui;Oui
FRANCE;AV DE LA GARE  28051  BONNEVAL;BONNEVAL;CENTRE VAL DE LOIRE;87545731;BONNEVAL;Poste de vente guichet;28800;Oui;Oui;Oui
FRANCE;RUE FABIENNE LANDY 67,RUE FABIENNE LANDY;SAINT-PIERRE-DES-CORPS;CENTRE VAL DE LOIRE;87571240;ST PIERRE DES CORPS;Automates TER;37700;Oui;Non;Non
FRANCE;GARE SNCF - 37500  CHINON AVENUE GAMBETTA;CHINON;CENTRE VAL DE LOIRE;87571687;CHINON;Automates TER;37500;Oui;Non;Non
FRANCE;GARE SNCF - 37500  CHINON AVENUE GAMBETTA;CHINON;CENTRE VAL DE LOIRE;87571687;CHINON;Poste de vente guichet;37500;Oui;Oui;Oui
FRANCE;PLACE DE LA  GARE - 37140  CHOUZE SUR LOIRE RUE DE LA GARE;CHOUZÉ-SUR-LOIRE;CENTRE VAL DE LOIRE;87571794;PORT BOULET;Poste de vente guichet;37140;Oui;Oui;Oui
FRANCE;70 BOULEVARD DANIEL DUPUIS;BLOIS;CENTRE VAL DE LOIRE;87574004;BLOIS-CHAMBORD;Automates TGV-Intercités;41000;Oui;Non;Non
FRANCE;GARE SNCF DE MEUG SUR LOIRE 45130 MEUNG SUR LOIRE RUE DE LA GARE;MEUNG-SUR-LOIRE;CENTRE VAL DE LOIRE;87574137;MEUNG SUR LOIRE;Poste de vente guichet;45130;Oui;Oui;Oui
FRANCE;9 BD DE TREMAULT - 41100  VENDOME;VENDÔME;CENTRE VAL DE LOIRE;87574558;VENDOME;Automates TER;41100;Oui;Oui;Non
FRANCE;GARE SNCF 6 RUE A. BERTRAND - 37110  CHATEAURENAUL;CHÂTEAU-RENAULT;CENTRE VAL DE LOIRE;87574665;CHATEAU RENAULT;Automates TER;37110;Oui;Non;Non
FRANCE;GARE SNCF 6 RUE A. BERTRAND - 37110  CHATEAURENAUL;CHÂTEAU-RENAULT;CENTRE VAL DE LOIRE;87574665;CHATEAU RENAULT;Poste de vente guichet;37110;Oui;Oui;Oui
FRANCE;AVENUE DE LA GARE - 41400  MONTRICHARD;MONTRICHARD VAL DE CHER;CENTRE VAL DE LOIRE;87574855;MONTRICHARD;Automates TER;41400;Oui;Non;Non
FRANCE;PORT DE PILES P GARE;CELLE-SAINT-AVANT;CENTRE VAL DE LOIRE;87575076;PORT DE PILES;Automates TER;37160;Oui;Oui;Non
FRANCE;5 AVENUE PIERRE SÉMARD;VIERZON;CENTRE VAL DE LOIRE;87576009;VIERZON VILLE;Automates TGV-Intercités;18100;Oui;Non;Non
FRANCE;PLACE DU GÉNÉRAL LECLERC;BOURGES;CENTRE VAL DE LOIRE;87576207;BOURGES;Automates TGV-Intercités;18000;Oui;Non;Non
FRANCE;PLACE DE LA GARE;SAINT-FLORENT-SUR-CHER;CENTRE VAL DE LOIRE;87576272;ST FLORENT SUR CHER;Poste de vente guichet;18400;Oui;Oui;Oui
FRANCE;PLACE DE LA GARE - 18800  AVORD;AVORD;CENTRE VAL DE LOIRE;87576439;AVORD;Automates TER;18520;Oui;Non;Non
FRANCE;GARE SNCF - 41200  VILLEFRANCHE SUR CHER;VILLEFRANCHE-SUR-CHER;CENTRE VAL DE LOIRE;87576884;VILLEFRANCHE SUR CHER;Poste de vente guichet;41200;Oui;Oui;Oui
FRANCE;PLACE DE LA GARE GARE DE CHATEAUROUXRUE BOURDILLON;CHÂTEAUROUX;CENTRE VAL DE LOIRE;87597005;CHATEAUROUX;Automates TER;36000;Oui;Oui;Non
FRANCE;GARE D ISSOUDUN - 36100  ISSOUDUN 4, BOULEVARD PIERRE FAVREAU;ISSOUDUN;CENTRE VAL DE LOIRE;87597062;ISSOUDUN;Poste de vente guichet;36100;Oui;Oui;Oui
FRANCE;269 AVENUE STALINGRAD;ST PIERRE DES CORPS;CENTRE VAL DE LOIRE;87635078;CPFV ST PIERRE DES CORPS;Poste de vente guichet;37700;Oui;Oui;Oui
FRANCE;TROYES GARE RUE DU RAVELIN BP 4044;TROYES;GRAND EST;87118000;TROYES;Automates TGV-Intercités;10000;Oui;Non;Non
FRANCE;TROYES GARE RUE DU RAVELIN BP 4044;TROYES;GRAND EST;87118000;TROYES;Poste de vente guichet;10000;Oui;Oui;Oui
FRANCE;RUE DU GÉNÉRAL DE GAULLE;BAR-SUR-AUBE;GRAND EST;87118299;BAR SUR AUBE;Poste de vente guichet;10200;Oui;Oui;Oui
FRANCE;SAINT CLEMENT LARONXE GARE AVENUE DE LA GARE;SAINT-CLÉMENT;GRAND EST;87141374;ST CLEMENT LARONXE;Automates TER;54950;Oui;Non;Non
FRANCE;PLACE THIERS  54700  PONT-A-MOUSSON 14, PLACE THIERS;PONT-À-MOUSSON;GRAND EST;87141820;PONT A MOUSSON;Poste de vente guichet;54700;Oui;Oui;Oui
FRANCE;ROUTE DÉPARTEMENTALE 910 GARE LORRAINE TGV SNCFROUTE DÉPARTEMENTALE 910;LOUVIGNY;GRAND EST;87142109;LORRAINE TGV;Automates TGV-Intercités;57420;Oui;Non;Non
FRANCE;1 PLACE DE LA GARE 88000 EPINAL PLACE DU GÉNÉRAL DE GAULLE;ÉPINAL;GRAND EST;87144006;EPINAL;Automates TER;88000;Oui;Oui;Non
FRANCE;1 PLACE DE LA GARE 88000 EPINAL PLACE DU GÉNÉRAL DE GAULLE;ÉPINAL;GRAND EST;87144006;EPINAL;Automates TGV-Intercités;88000;Oui;Non;Non
FRANCE;PLACE SÉMARD PLACE PIERRE SEMARD;SAINT-DIÉ-DES-VOSGES;GRAND EST;87144014;ST DIE DES VOSGES;Automates TER;88100;Oui;Oui;Non
FRANCE;VITTEL GARE;VITTEL;GRAND EST;87144279;VITTEL;Automates TER;88800;Oui;Oui;Non
FRANCE;CENTRE COMMERCIAL LES NATIONS 54500 VANDOEUVRE LES;VANDOEUVRE-LES-NANCY;GRAND EST;87144444;BTQ VANDOEUVRE;Poste de vente guichet;54500;Oui;Oui;Oui
FRANCE;REIMS GARE COUR DE LA GARE;REIMS;GRAND EST;87171009;REIMS;Automates TGV-Intercités;51100;Oui;Non;Non
FRANCE;REIMS GARE COUR DE LA GARE;REIMS;GRAND EST;87171009;REIMS;Poste de vente guichet;51100;Oui;Oui;Oui
FRANCE;RUE DE LA GARE;DORMANS;GRAND EST;87171512;DORMANS;Automates TER;51700;Oui;Oui;Non
FRANCE;BEZANNES GARE CHAMPAGNE ARDENNE TGVEE ROND-POINT DE L'EUROPE;BEZANNES;GRAND EST;87171926;CHAMPAGNE-ARDENNE;Automates TGV-Intercités;51430;Oui;Non;Non
FRANCE;PLACE DE LA GARE  08105  CHARLEVILLE-MEZIERES;CHARLEVILLE-MÉZIÈRES;GRAND EST;87172007;CHARLEVILLE MEZIERES;Poste de vente guichet;8000;Oui;Oui;Oui
FRANCE;214, RUE CÉRAMIQUE 214 RUE CÉRAMIQUE;FUMAY;GRAND EST;87172098;FUMAY;Automates TER;8170;Oui;Oui;Non
FRANCE;15 PLACE DE LA GARE;VIREUX-MOLHAIN;GRAND EST;87172114;VIREUX MOLHAIN;Automates TER;8320;Oui;Oui;Non
FRANCE;DONCHERY GARE;DONCHERY;GRAND EST;87172239;DONCHERY;Automates TER;8350;Oui;Oui;Non
FRANCE;AVENUE DE LA GARE PLACE DE LA GARE;CHÂLONS-EN-CHAMPAGNE;GRAND EST;87174003;CHALONS EN CHAMPAGNE;Automates TGV-Intercités;51000;Oui;Non;Non
FRANCE;PLACE DE LA GARE;VITRY-LE-FRANÇOIS;GRAND EST;87174276;VITRY LE FRANCOIS GARE;Automates TER;51300;Oui;Oui;Non
FRANCE;PLACE GENERAL LECLERC  52448  SAINT-DIZIER 1-7 PLACE MARÉCHAL LECLERC;SAINT-DIZIER;GRAND EST;87175000;ST DIZIER;Automates TER;52100;Oui;Oui;Non
FRANCE;REVIGNY GARE;REVIGNY-SUR-ORNAIN;GRAND EST;87175018;REVIGNY;Automates TER;55800;Oui;Non;Non
FRANCE;JOINVILLE (HAUTE MARNE) GARE;JOINVILLE;GRAND EST;87175091;JOINVILLE;Poste de vente guichet;52300;Oui;Oui;Oui
FRANCE;PLACE MAURICE GENEVOIX;VERDUN;GRAND EST;87175778;VERDUN;Automates TER;55100;Oui;Oui;Non
FRANCE;GRAFFENWALD GARE;WITTELSHEIM;GRAND EST;87181131;GRAFFENWALD;Automates TER;68310;Oui;Non;Non
FRANCE;COLMAR ST JOSEPH GARE;COLMAR;GRAND EST;87181222;COLMAR ST JOSEPH;Automates TER;68000;Oui;Non;Non
FRANCE;9, PLACE DE LA GARE;COLMAR;GRAND EST;87182014;COLMAR;Automates TER;68000;Oui;Oui;Non
FRANCE;14 ET 16 AV GENERAL LECLERC - 68100  MULHOUSE;MULHOUSE;GRAND EST;87182063;MULHOUSE VILLE;Automates TER;68050;Oui;Oui;Non
FRANCE;14 ET 16 AV GENERAL LECLERC - 68100  MULHOUSE;MULHOUSE;GRAND EST;87182063;MULHOUSE VILLE;Poste de vente guichet;68050;Oui;Oui;Oui
FRANCE;GARE SNCF - 68170  RIXHEIM IMPASSE DE LA GARE;RIXHEIM;GRAND EST;87182071;RIXHEIM;Automates TER;68170;Oui;Oui;Non
FRANCE;ROUFFACH GARE AVENUE DE LA GARE;ROUFFACH;GRAND EST;87182337;ROUFFACH;Automates TER;68250;Oui;Oui;Non
FRANCE;GUNSBACH GRIESBACH GARE;GRIESBACH-AU-VAL;GRAND EST;87182386;GUNSBACH GRIESBACH;Automates TER;68140;Oui;Non;Non
FRANCE;MUNSTER GARE-6 PLACE DE LA GARE;MUNSTER;GRAND EST;87182394;MUNSTER;Automates TER;68140;Oui;Oui;Non
FRANCE;CERNAY (HAUT RHIN) GARE;CERNAY;GRAND EST;87182410;CERNAY;Automates TER;68700;Oui;Oui;Non
FRANCE;WILLER SUR THUR EX GARE;WILLER-SUR-THUR;GRAND EST;87182584;WILLER SUR THUR;Automates TER;68760;Oui;Non;Non
FRANCE;SAINT AMARIN GARE;SAINT-AMARIN;GRAND EST;87182600;ST AMARIN;Automates TER;68550;Oui;Oui;Non
FRANCE;RUE DE L'EGLISE;FELLERING;GRAND EST;87182626;FELLERING;Automates TER;68470;Oui;Non;Non
FRANCE;STAFFELFELDEN GARE;STAFFELFELDEN;GRAND EST;87182691;STAFFELFELDEN;Automates TER;68850;Oui;Non;Non
FRANCE;MONTREUX VIEUX P GARE;MONTREUX-VIEUX;GRAND EST;87184275;MONTREUX VIEUX;Automates TER;68210;Oui;Non;Non
FRANCE;PLACE DU GENERAL DE GAULLE 57000 METZ 1 PLACE DU GÉNÉRAL DE GAULLE;METZ;GRAND EST;87192039;METZ VILLE;Libre-Service Assisté;57000;Oui;Non;Non
FRANCE;RUE DE LA GARE  57580  REMILLY PLACE LECLERC;RÉMILLY;GRAND EST;87192237;REMILLY;Automates TER;57580;Oui;Oui;Non
FRANCE;GARE SNCF - 57340  MORHANGE PLACE DE LA GARE;MORHANGE;GRAND EST;87192286;MORHANGE;Automates TER;57340;Oui;Oui;Non
FRANCE;PLACE ROBERT SCHUMAN  57600  FORBACH PLACE ROBERT SCHUMAN;FORBACH;GRAND EST;87193003;FORBACH;Automates TGV-Intercités;57600;Oui;Non;Non
FRANCE;SAINT AVOLD P GARE RUE DE LA GARE;SAINT-AVOLD;GRAND EST;87193318;ST AVOLD;Poste de vente guichet;57730;Oui;Oui;Oui
FRANCE;GARE SNCF - 57380  FAULQUEMONT RUE DE LA GARE;FAULQUEMONT;GRAND EST;87193359;FAULQUEMONT;Automates TER;57380;Oui;Oui;Non
FRANCE;LONGWY P GARE PLACE RAYMOND POTTELETTE;LONGWY;GRAND EST;87194001;LONGWY;Automates TER;54400;Oui;Oui;Non
FRANCE;20 PLACE DE LA GARE;STRASBOURG;GRAND EST;87212027;STRASBOURG;Automates TGV-Intercités;67000;Oui;Non;Non
FRANCE;SCHWINDRATZHEIM GARE;SCHWINDRATZHEIM;GRAND EST;87212159;SCHWINDRATZHEIM;Automates TER;67270;Oui;Non;Non
FRANCE;DETTWILLER GARE PLACE DE LA GARE;DETTWILLER;GRAND EST;87212183;DETTWILLER;Automates TER;67490;Oui;Oui;Non
FRANCE;LINGOLSHEIM GARE;STRASBOURG;GRAND EST;87212191;STRASBOURG ROETHIG;Automates TER;67380;Oui;Non;Non
FRANCE;GARE SNCF - 67500  HAGUENAU PLACE DU MAIRE BRUMBT;HAGUENAU;GRAND EST;87213058;HAGUENAU;Automates TER;67500;Oui;Non;Non
FRANCE;GARE SNCF - 67500  HAGUENAU PLACE DU MAIRE BRUMBT;HAGUENAU;GRAND EST;87213058;HAGUENAU;Poste de vente guichet;67500;Oui;Oui;Oui
FRANCE;GUNDERSHOFFEN GARE;GUNDERSHOFFEN;GRAND EST;87213223;GUNDERSHOFFEN;Automates TER;67110;Oui;Non;Non
FRANCE;GARE SNCF - 67110  REICHSHOFFEN RUE DE GUMBRECHTSHOFFEN;REICHSHOFFEN;GRAND EST;87213249;REICHSHOFFEN VILLE;Automates TER;67110;Oui;Non;Non
FRANCE;32 RUE DE LA GARE - 67500  MARIENTHAL;HAGUENAU;GRAND EST;87213603;MARIENTHAL;Automates TER;67500;Oui;Non;Non
FRANCE;WINGEN SUR MODER GARE RUE DE LA GARE;WINGEN-SUR-MODER;GRAND EST;87213744;WINGEN SUR MODER;Automates TER;67290;Oui;Oui;Non
FRANCE;SELESTAT GARE 1, PLACE DE LA GARE;SÉLESTAT;GRAND EST;87214056;SELESTAT;Automates TER;67600;Oui;Non;Non
FRANCE;SELESTAT GARE 1, PLACE DE LA GARE;SÉLESTAT;GRAND EST;87214056;SELESTAT;Automates TGV-Intercités;67600;Oui;Non;Non
FRANCE;MATZENHEIM GARE;MATZENHEIM;GRAND EST;87214130;MATZENHEIM;Automates TER;67150;Oui;Non;Non
FRANCE;GARE SNCF - 67150  ERSTEIN PLACE DE LA GARE;ERSTEIN;GRAND EST;87214148;ERSTEIN;Automates TER;67150;Oui;Oui;Non
FRANCE;GARE SNCF - 67210  OBERNAI PLACE DE LA GARE;OBERNAI;GRAND EST;87214288;OBERNAI;Automates TER;67210;Oui;Oui;Non
FRANCE;DORLISHEIM GARE;DORLISHEIM;GRAND EST;87214338;DORLISHEIM;Automates TER;67120;Oui;Non;Non
FRANCE;MOLSHEIM GARE 25 AVENUE DE LA GARE;MOLSHEIM;GRAND EST;87214577;MOLSHEIM;Automates TER;67120;Oui;Non;Non
FRANCE;GARE SNCF - 67190  GRESSWILLER RUE DE LA GARE;GRESSWILLER;GRAND EST;87214593;GRESSWILLER;Automates TER;67190;Oui;Non;Non
FRANCE;WISCHES GARE RUE DE LA GARE;WISCHES;GRAND EST;87214676;WISCHES;Automates TER;67130;Oui;Non;Non
FRANCE;GARE SNCF - 67130  SCHIRMECK PLACE DE LA GARE;SCHIRMECK;GRAND EST;87214692;SCHIRMECK LA BROQUE;Automates TER;67130;Oui;Oui;Non
FRANCE;20 PL DE LA GARE;STRASBOURG;GRAND EST;87430066;ESPACE SIMPLICITES;Poste de vente guichet;67000;Oui;Oui;Oui
FRANCE;20 PLACE DE LA GARE;STRASBOURG;GRAND EST;87738617;STRASBOURG ESPACE TER;Automates TER;67000;Oui;Non;Non
FRANCE;20 PLACE DE LA GARE;STRASBOURG;GRAND EST;87738617;STRASBOURG ESPACE TER;Poste de vente guichet;67000;Oui;Oui;Oui
FRANCE;CENTRE HOSPITALIER REGIONAL;LILLE;HAUTS DE FRANCE;87109306;LILLE CHR;Automates TER;59000;Oui;Non;Non
FRANCE;PLACE JEAN MONET;CHÂTEAU-THIERRY;HAUTS DE FRANCE;87116582;CHATEAU THIERRY;Automates TER;2400;Oui;Non;Non
FRANCE;GARE SNCF - 02460  LA FERTE MILON;FERTÉ-MILON;HAUTS DE FRANCE;87116673;LA FERTE MILON;Automates TER;2460;Oui;Non;Non
FRANCE;PL DE LA GARE;DOUAI;HAUTS DE FRANCE;87140863;LIGNE DIRECTE DOUAI;Poste de vente guichet;59500;Oui;Oui;Oui
FRANCE;PLACE LUCIEN BARBIER;LONGUEAU;HAUTS DE FRANCE;87147819;LIGNE DIRECTE LONGUEAU;Poste de vente guichet;80330;Oui;Oui;Oui
FRANCE;CREPY EN VALOIS GARE PLACE DE LA GARE;CRÉPY-EN-VALOIS;HAUTS DE FRANCE;87271593;CREPY EN VALOIS;Poste de vente guichet;60800;Oui;Oui;Oui
FRANCE;SOISSONS P GARE PLACE DE LA GARE;SOISSONS;HAUTS DE FRANCE;87271817;SOISSONS;Poste de vente guichet;2200;Oui;Oui;Oui
FRANCE;PLACE DU GÉNÉRAL DE GAULLE;CREIL;HAUTS DE FRANCE;87276006;CREIL;Automates TER;60100;Oui;Non;Non
FRANCE;PLACE DU GÉNÉRAL DE GAULLE;CREIL;HAUTS DE FRANCE;87276006;CREIL;Automates TGV-Intercités;60100;Oui;Non;Non
FRANCE;PLACE DE LA GARE - 60500  CHANTILLY PLACE DE LA GARE;CHANTILLY;HAUTS DE FRANCE;87276113;CHANTILLY GOUVIEUX;Poste de vente guichet;60500;Oui;Oui;Oui
FRANCE;PLACE DE LA GARE;SAINT-LEU-D'ESSERENT;HAUTS DE FRANCE;87276402;ST LEU D'ESSERENT;Poste de vente guichet;60340;Oui;Oui;Oui
FRANCE;GARE SNCF - 60460  PRECY SUR OISE PLACE DE LA GARE;PRÉCY-SUR-OISE;HAUTS DE FRANCE;87276410;PRECY SUR OISE;Poste de vente guichet;60460;Oui;Oui;Oui
FRANCE;RUE DES DEPORTES;MONTATAIRE;HAUTS DE FRANCE;87276618;MONTATAIRE;Automates TER;60414;Oui;Non;Non
FRANCE;PLACE DE LA GARE PLACE DE LA GARE;COMPIÈGNE;HAUTS DE FRANCE;87276691;COMPIEGNE;Automates TGV-Intercités;60280;Oui;Non;Non
FRANCE;PLACE DE LA GARE PLACE CARNOT;CHAMBLY;HAUTS DE FRANCE;87276725;CHAMBLY;Poste de vente guichet;60230;Oui;Oui;Oui
FRANCE;"PLACE DE LA GARE
AVENUE DE LA GARE";NOYON;HAUTS DE FRANCE;87276782;NOYON;Poste de vente guichet;60400;Oui;Oui;Oui
FRANCE;GARE TGV GARE TGV DE CALAIS FRETHUN;FRÉTHUN;HAUTS DE FRANCE;87281071;CALAIS FRETHUN;Automates TER;62185;Oui;Oui;Non
